|normal|no_clean
2835|Sign @OFA 's petition to #RaiseTheWage : http:// ofa.bo/i0Qp|4.906666666666667
2836|Watch: Because of climate change, the average U.S. wildfire season is longer and more intense. http:// ofa.bo/i0QT #ActOnClimate|5.4
2837|$7.25 an hour just isn't enough. It's time to #RaiseTheWage : http:// ofa.bo/j0Qf|5.183333333333333
2838|"""Study: States Embracing Obamacare See Biggest Drops in Uninsured"" More from @WSJ : http:// ofa.bo/h0Of"|5.34
2839|LAST CHANCE: Sign OFA's birthday card for President Obama. http:// ofa.bo/d0R2|6.239999999999999
2840|Don't forget to leave a personal note for President Obama's birthday today: http:// ofa.bo/f0Q5|5.305
2841|"""Some people prefer cake. I like pie.""  President Obama http:// ofa.bo/q0Sp"|6.633333333333333
2842|President Obama: Michelle and I send our deepest condolences to the family of former White House Press Secretary James Brady on his passing.|5.305
2843|Send President Obama some love for his birthday: http:// ofa.bo/f0Pf|6.055
2844|Retweet to share a happy reminder about health care reform. pic.twitter.com/QCegketf6L|6.2325
2845|Today is President Obama's birthday make sure you sign OFA's card: http:// ofa.bo/e0S5 pic.twitter.com/c3qzlI5ofU|5.8500000000000005
2846|Help put a smile on the President's face: Sign @OFA 's birthday card. http:// ofa.bo/s0Ry pic.twitter.com/wC7056f87y|5.948571428571428
2847|ICYMI: For six months in a row, private sector job creation has exceeded 200,000 jobs. http:// ofa.bo/s0Rq #ActOnJobs|5.553333333333334
2848|Have a hard time picking a card? You're in luck: @OFA wants you to pick your favorite for President Obama's birthday: http:// ofa.bo/q0Rp|5.489230769230771
2849|Sign your name to OFA's birthday card and send a note of thanks to President Obama. http:// ofa.bo/i0NP pic.twitter.com/OrYUigVPwI|5.7
2850|"""The bottom line is this: We ve come a long way these past five and a half years."" President Obama http:// ofa.bo/e0RR #OpportunityForAll"|5.050769230769232
2851|Watch the weekly address: The President is working to help the middle class. It's time Congress did the same. http:// ofa.bo/f0Oo|5.336363636363637
2852|Sign @OFA 's birthday card for the President, and send your best wishes: http:// ofa.bo/e0R0|5.78
2853|FACT: 9.9 million private sector jobs have been added over the past 53 months. #ActOnJobs|5.558000000000001
2854|It's been 53 straight months of private sector job growth that's the longest streak on record. #ActOnJobs pic.twitter.com/pLlLydr2DI|5.369090909090909
2855|"""After all that we've had to overcome, our Congress should stop standing in the way of our country's success.""  President Obama"|5.312
2856|"""The fact is we could be much further along ... if Congress would do the job that the people sent them here to do.""  President Obama"|5.45
2857|"""That's the longest streak of private sector job creation in our history."" President Obama on 53 straight months of jobs creation #ActOnJobs"|5.651249999999999
2858|Happening now: President Obama delivers a statement from the Briefing Room. http:// ofa.bo/g0NA|5.165
2859|Job growth has exceeded 200,000 for the sixth straight month. This is progress, but there's more to do: http:// ofa.bo/e0Qt #ActOnJobs|5.367272727272728
2860|Make #53 special for #44: http:// ofa.bo/f0OB pic.twitter.com/qxhZ64GMdt|6.21
2861|Pick your favorite card then add your name to wish the President a happy birthday: http:// ofa.bo/i0MH|6.030000000000001
2862|WATCH: President Obama is speaking at the Department of Housing and Urban Development. http:// ofa.bo/s0QU|5.183333333333333
2863|For the President's birthday this year, @OFA supporters are saying thanks sign the card: http:// ofa.bo/c0Px|5.680000000000001
2864|President Obama: If a company isn't treating its workers with integrity, then they're probably cutting corners in other areas, too.|5.196923076923077
2865|"""It wastes America's time ... You guys are all paying for it as taxpayers."" President Obama on House leadership's lawsuit"|5.232
2866|"""You shouldn't be fired because of who you love.""  President Obama #WorkplaceFairness"|4.722857142857143
2867|"""Any time Congress wants to do work with me to help working families, I'm right there.""  President Obama #WorkplaceFairness"|5.687272727272727
2868|"""We want to make sure the young dad on the factory floor has a shot to make it into the corner suite.""  President Obama #WorkplaceFairness"|5.314
2869|"""Millions more families have the peace of mind that comes with having affordable health care.""  President Obama"|6.055
2870|LIVE: The President is speaking about fighting for the #WorkplaceFairness that Americans deserve. http:// ofa.bo/i0MD|4.874285714285714
2871|Speak up: Tell House leaders to #SueLessDoMore and help middle-class Americans. http:// ofa.bo/q0QU|5.539999999999999
2872|If you were #BornIn88 , make sure you know your options to #GetCovered when you turn 26: http:// ofa.bo/p0S8|5.748333333333335
2873|Send your best wishes for President Obama's birthday: http:// ofa.bo/j0Lm pic.twitter.com/qcX5C2JH2w|6.3
2874|Great news: The U.S. economy grew at a 4% rate in the second quarter of 2014. Read more: http:// ofa.bo/p0Ry|5.212000000000001
2875|"""I believe in an optimistic America that is making progress.""  President Obama #OpportunityForAll"|5.8428571428571425
2876|"""Let's make sure anyone who is working full time isn't living in poverty.""  President Obama #OpportunityForAll #RaiseTheWage"|5.612727272727273
2877|"""I want Congress to do its job to make life easier for Americans who put them there in the first place.""  President Obama #OpportunityForAll"|5.6388235294117655
2878|"""We've got just today and tomorrow before Congress leaves town for a month, and there is still serious work to do.""  President Obama"|5.371764705882352
2879|"""The states that have increased their minimum wage this year have seen higher job growth than the states that didn't.""  President Obama"|5.527777777777777
2880|"""I want my daughters paid the same as your sons for doing the same jobs.""  President Obama #OpportunityForAll #StandWithWomen"|5.796923076923078
2881|"""You're doing your job. Imagine how much further along we'd be if Congress was doing its job, too.""  President Obama #OpportunityForAll"|5.2683333333333335
2882|"""The decisions we made to rescue our economy ... all those things are starting to pay off.""  President Obama #OpportunityForAll"|5.631428571428572
2883|"""The unemployment rate is at its lowest since September of 2008.""  President Obama #OpportunityForAll"|4.4975
2884|"""Our energy, our technology, our auto industries they're all booming.""  President Obama #OpportunityForAll"|6.01
2885|WATCH: President Obama is speaking about the economy from the @UptownTheater in Kansas City. http:// ofa.bo/p0Rv #OpportunityForAll|5.154999999999999
2886|Take some time right now to add your name to this minimum wage petition: http:// ofa.bo/t0P5 #RaiseTheWage|5.503333333333334
2887|Your name belongs on the #RaiseTheWage petition: http:// ofa.bo/b0QF pic.twitter.com/GWLiE7ZlPd|5.645
2888|Happening now: The President delivers a statement on the situation in Ukraine. http:// ofa.bo/i0LJ|5.256666666666667
2889|Delayed action will increase the costs of climate change. It's time to act: http:// ofa.bo/d0Ny #ActOnClimate|5.422222222222222
2890|Thanks in part to the Affordable Care Act, Medicare has improved for seniors: http:// ofa.bo/j0Ku|5.385714285714286
2891|This minimum wage petition is a big deal: Make sure your name is on it. http:// ofa.bo/f0MF #RaiseTheWage|5.492727272727273
2892|It's time to close tax loopholes so all companies play by the same rules. More from @USTreasury Secretary Jack Lew: http:// ofa.bo/e0OF|5.236666666666666
2893|"Former Ohio Governor @Ted_Strickland took the #LiveTheWage Challenge: ""I Tried to Live on Minimum Wage for a Week"" http:// ofa.bo/r0OU"|5.123333333333334
2894|A hospital visit won't break your bank account, thanks to the Affordable Care Act. pic.twitter.com/h8tx1NvlsU|5.295555555555556
2895|Tying the knot soon? Don't forget to check your health care options: http:// ofa.bo/e0O1 pic.twitter.com/TYux1VLUCW|5.465000000000001
2896|Don't miss the deadline to sign this #RaiseTheWage petition: http:// ofa.bo/d0Ma|4.663333333333333
2897|Take a moment to sign this #RaiseTheWage petition: http:// ofa.bo/i0JW|5.324
2898|ICYMI: This is what the #LiveTheWage Challenge is all about: http:// ofa.bo/q0Nf|5.272
2899|Act soon to get your name on this minimum wage petition before it's too late: http:// ofa.bo/b0OS #RaiseTheWage|5.367692307692308
2900|If you stand for raising the minimum wage, your name belongs on this petition: http:// ofa.bo/a0M6 #RaiseTheWage|5.5181818181818185
2901|"""Let s embrace an economic patriotism that says we rise or fall together, as one nation.""  President Obama http:// ofa.bo/q0Mz"|5.365454545454545
2902|Watch the weekly address: The President wants an economy that benefits everyone, not just a few at the top. http:// ofa.bo/a0M4|5.096923076923077
2903|See how raising the minimum wage will grow the economy for everyone: http:// ofa.bo/e0MP #RaiseTheWage|5.377999999999999
2904|"""More than half of Americans believe that they or others are better off with Obamacare..."" More from @Politico : http:// ofa.bo/r0Md"|5.293846153846153
2905|These volunteers are taking a stand to #RaiseTheWage in their hometown: http:// ofa.bo/h0Gb|5.449999999999999
2906|"Why you should care about ""inversions"": http:// ofa.bo/q0M4"|5.82
2907|ICYMI: A new study says more than 10M Americans gained health insurance through the health care marketplace so far. http:// ofa.bo/t0LO|5.972307692307693
2908|"""If we can work together, I promise you there is no holding America back.""  President Obama #OpportunityForAll"|5.562222222222222
2909|"""The hardest thing in politics is to change a stubborn status quo.""  President Obama #OpportunityForAll"|5.104444444444444
2910|"""Economic patriotism says it's a good thing when we close wasteful tax loopholes and invest in education.""  President Obama"|5.388333333333333
2911|"""We need to stop companies from renouncing their citizenship just to get out of paying their fair share of taxes.""  President Obama"|5.27375
2912|"""States that have increased the minimum wage this year have seen higher job growth than those that didn't.""  President Obama #RaiseTheWage"|5.499999999999999
2913|"""Today marks exactly five years since the minimum wage went up in this country.""  President Obama #RaiseTheWage #OpportuntyForAll"|5.333333333333333
2914|"""I'm always impressed by folks who have had the courage to go back to school, especially those later in life.""  President Obama"|5.569411764705882
2915|"""Today I'm here to focus on one thing ... training more Americans to fill the jobs we're creating.""  President Obama #OpportunityForAll"|5.583076923076924
2916|"""This past year, we saw one of the fastest drops in nearly 30 years in the unemployment rate.""  President Obama #OpportunityForAll"|5.027692307692309
2917|"""I'm here because I am listening ... I'm listening to Americans all across the country.""  President Obama #OpportunityForAll"|5.504444444444445
2918|WATCH: President Obama is calling for fair tax rates for corporations. http:// ofa.bo/p0O6|5.145714285714286
2919|A lot has changed in five years but the minimum wage has stayed the same. #TBT #LiveTheWage pic.twitter.com/TFodpGEmgr|5.261818181818182
2920|Retweet if you agree: Five years without raising the minimum wage is too long. #LiveTheWage|5.193999999999999
2921|The last time the federal minimum wage was raised was five years ago today. #TBT #LiveTheWage pic.twitter.com/WBxGM6PfgL|5.0950000000000015
2922|Americans across the country are taking the #LiveTheWage Challenge to see what it's like to live on $77 a week: http:// ofa.bo/r0Kd|5.481333333333334
2923|This minimum wage petition will be delivered to lawmakers soon. Add your name before the deadline: http:// ofa.bo/f0Hv #RaiseTheWage|5.383333333333334
2924|Join Americans across the country and take the #LiveTheWage Challenge: http:// ofa.bo/t0K7 pic.twitter.com/1Ev9FeNJRf|5.263333333333334
2925|Join Americans taking the #LiveTheWage Challenge: Could you live on $77 a week? http:// ofa.bo/e0KH|5.696666666666666
2926|Read this: American workers must be equipped with the skills needed to compete in the 21st century. http:// ofa.bo/h0EP #ReadyToWork|5.466666666666666
2927|Sign this petition: http:// ofa.bo/c0Jy Your voice matters. #RaiseTheWage pic.twitter.com/nm122AFft2|5.41
2928|See what President Obama is doing to help Americans find good jobs: http:// ofa.bo/a0Jc #ReadyToWork|5.677142857142857
2929|"""Let's get together, work together, to restore opportunity for every single American.""  President Obama #ReadyToWork"|5.675
2930|"""Instead of rewarding companies for shipping jobs overseas, let's create jobs right here in America.""  President Obama #ReadyToWork"|5.756363636363636
2931|"""Let's make sure the next generation of women are getting a fair deal.""  President Obama on fair pay #StandWithWomen #ReadyToWork"|5.81
2932|"""Every job seeker should have the tools they need to take their career in their own hands.""  President Obama #ReadyToWork"|5.485714285714286
2933|President Obama: If you're working hard, you should be able to get a job that pays well and look after your family. #ReadyToWork|5.663529411764706
2934|"""The good news is today ... our businesses have added over 10 million jobs in the past 52 months.""  President Obama #ReadyToWork"|5.795714285714287
2935|"""The unemployment rate is at its lowest since September 2008.""  President Obama #ReadyToWork"|4.434285714285714
2936|LIVE: President Obama and the @VP want Americans to have access to today's good jobs. Tune in: http:// ofa.bo/d0J3 #ReadyToWork|5.640000000000001
2937|Watch the President and @VP speak about helping American workers find good jobs at 12:10 p.m. ET: http:// ofa.bo/a0Ja #ReadyToWork|5.864
2938|The deadline to sign this minimum wage petition is approaching. Don't miss your chance: http:// ofa.bo/s0K8 #RaiseTheWage|4.916
2939|President Obama took action today against #LGBT discrimination. Read more: http:// ofa.bo/s0K3|5.09
2940|WATCH: President Obama is participating in a town hall at @WalkerJonesEC about the #MyBrothersKeeper initiative. http:// ofa.bo/q0JC|5.275
2941|Happening now: The President delivers a statement on the situation in Ukraine. http:// ofa.bo/d0IC|5.256666666666667
2942|LIVE: The President is taking action to protect LGBT employees from workplace discrimination. http:// ofa.bo/b0K8|5.582857142857143
2943| We have to make sure our economy works for every working American.  Watch the weekly address: http:// ofa.bo/s0He #OpportunityForAll|5.4816666666666665
2944|In the weekly address, see the President's plan for building an economy that works for every hard-working American: http:// ofa.bo/s0He|5.318461538461538
2945|Happening now: President Obama delivers a statement on the situation in Ukraine. http:// ofa.bo/c0GM|5.256666666666667
2946|"""Wherever and whenever I have a chance to help families like yours, I'm going to do it.""  President Obama #RebuildAmerica"|5.801666666666667
2947|"""We should be making sure that hard work pays off with a higher minimum wage.""  President Obama #RaiseTheWage"|5.3753846153846165
2948|"""What I've done is put forward a plan to rebuild our infrastructure in a responsible way.""  President Obama #RebuildAmerica"|5.621818181818181
2949|"""First-class infrastructure attracts investment and first-class jobs.""  President Obama #RebuildAmerica"|5.52
2950|"""We've got to make sure our economy works for every American.""  President Obama #RebuildAmerica"|5.524444444444445
2951|"""Our businesses have now added nearly 10 million new jobs over the past 52 months.""  President Obama"|5.758181818181818
2952|"""It is great to be in the state that gave us Joe Biden.""  President Obama"|5.694
2953|Happening now: President Obama is announcing a new initiative to #RebuildAmerica . Tune in here: http:// ofa.bo/b0Gr|5.706666666666667
2954|Tune in at 2:10 p.m. ET to see President Obama announce a new initiative on infrastructure: http:// ofa.bo/b0Gs #RebuildAmerica|5.695555555555556
2955|Read what the President is doing to protect communities from the impacts of climate change: http:// ofa.bo/g0Es #ActOnClimate|5.374545454545454
2956|"""Climate change poses a direct threat to the infrastructure of America.""  President Obama http:// ofa.bo/g0Eq #ActOnClimate"|4.82
2957|Thanks to health care reform, expecting families have the protection they deserve. pic.twitter.com/I09wSvfmwe|6.215555555555556
2958|Add your name: http:// ofa.bo/s0FZ The time to #RaiseTheWage is now.|5.375
2959|ICYMI: Good news on job growth. http:// ofa.bo/j0EA|5.706666666666667
2960|Sign this petition: Your voice matters in the fight to raise the minimum wage. http:// ofa.bo/j0E9 #RaiseTheWage|5.008
2961|One reason it's time to #RebuildAmerica : 65% of America's major roads' condition is rated lower than good.|5.110909090909091
2962|FACT: Nearly 70% of Americans agree that transportation deserves more federal funding. #RebuildAmerica|5.685714285714285
2963|Climate change deniers are at it again: http:// ofa.bo/c0Ek #ActOnClimate|5.16
2964|DYK: 1 in 4 of America's bridges requires significant repair or cannot handle today's traffic. #RebuildAmerica|5.258
2965|"""Do something. That's my big motto for Congress right now.""  President Obama #RebuildAmerica"|6.034999999999999
2966|"""The American people have to demand that the folks in Washington do their job.""  President Obama #RebuildAmerica"|5.348000000000001
2967|"""We could do so much more if we just rallied around a sense of economic patriotism.""  President Obama #RebuildAmerica"|5.584615384615384
2968|"""When you are in traffic congestion because of poor planning and infrastructure, that's a cost to you.""  President Obama #RebuildAmerica"|4.883076923076923
2969|"""There is something called the Highway Trust Fund ... It helps states fund state infrastructure projects.""  President Obama #RebuildAmerica"|5.54
2970|"""First-class infrastructure attracts first-class jobs.""  President Obama #RebuildAmerica"|
2971|"""As the father of a daughter who just turned 16, any new technology that makes driving safer is important to me.""  President Obama"|5.721176470588236
2972|WATCH: President Obama is in Virginia discussing ways to rebuild America's infrastructure. http:// ofa.bo/e0Ev #RebuildAmerica|5.343999999999999
2973|Add your name to help millions of Americans who are struggling to make ends meet on the minimum wage: http:// ofa.bo/c0EM #RaiseTheWage|5.21
2974|Join the fight to help folks struggling to get by on the minimum wage: http:// ofa.bo/p0Gd #RaiseTheWage|4.838333333333335
2975|It's time to #RebuildAmerica : Check out the President's plan to fix our roads and bridges. http:// ofa.bo/a0DP|5.481999999999999
2976|Hard-working Americans deserve better than the current minimum wage. It's time for a change: http:// ofa.bo/g0D4 #RaiseTheWage|5.44888888888889
2977|Get your name on the minimum wage petition before it's delivered to lawmakers: http:// ofa.bo/e0Dw #RaiseTheWage|5.330909090909091
2978|Retweet if you think hard-working Americans deserve a raise. #RaiseTheWage pic.twitter.com/KxdOns3kZQ|5.748
2979|Watch: See how this Maine shoe store owner takes care of his employees. http:// ofa.bo/p0Fr #RaiseTheWage|5.5377777777777775
2980|Chris has been sailing most of his life and he's seen the impacts of climate change firsthand: http:// ofa.bo/j0C6 #ActOnClimate|5.465
2981|"""Do something, Congress. Do anything to help working Americans."" Watch the weekly address: http:// ofa.bo/f0DI #OpportunityForAll"|5.373333333333332
2982|This minimum wage petition is about making sure your voice is heard: http:// ofa.bo/p0FX #RaiseTheWage|5.482
2983|Watch the weekly address: With or without Congress, the President won't stop fighting for working Americans. http:// ofa.bo/s0Da|4.492
2984|FACT: Employment growth in 2014 has been faster in states that raised the minimum wage. http:// ofa.bo/g0Bh #RaiseTheWage|5.496363636363637
2985|Check out who joined together to call on House leaders to pass immigration reform: http:// ofa.bo/h0A0 #CostOfInaction|5.547272727272728
2986|Follow the team that's now 5 million action takers strong: @OFA . #FF|5.963333333333334
2987|"""Our country needs it."" See why this small business owner wants to #RaiseTheWage : http:// ofa.bo/q0Bu"|5.357777777777778
2988|Retweet if you're ready to #ActOnClimate . pic.twitter.com/OK3lhdJTb5|5.38
2989|"""The evidence is pretty overwhelming ... that Obamacare has driven down the uninsured rate."" More from @voxdotcom : http:// ofa.bo/i0BE"|5.337777777777777
2990|Watch: This shoe store owner knows running a successful business means happy, well-paid employees. http:// ofa.bo/i09j #RaiseTheWage|6.08
2991|States that raised the minimum wage are seeing stronger job growth: http:// ofa.bo/h08d #RaiseTheWage|5.742222222222222
2992|"""And it's your voice that's going to change this country.""  President Obama #OpportunityForAll"|5.317500000000001
2993|"""America is making progress despite what the cynics say, despite unyielding opposition.""  President Obama #OpportunityForAll"|5.136
2994|"""It's lonely doing work all by myself.""  President Obama to House leadership #OpportunityForAll"|5.182857142857143
2995|"""There's no denying a simple truth: America deserves a raise.""  President Obama #OpportunityForAll #RaiseTheWage"|4.933333333333334
2996|"""I don't want our future leaders saddled in debt before they start out in life.""  President Obama #OpportunityForAll"|5.288333333333333
2997|"""I want to make sure the next revolution in manufacturing is happening right here in America.""  President Obama #OpportunityForAll"|5.6085714285714285
2998|"""We know it's what we should be doing and what drives me nuts is Washington isn't doing it.""  President Obama #OpportunityForAll"|5.4639999999999995
2999|"""By almost every measure, we are better off now than when I took office."" President Obama #OpportunityForAll"|5.326
3000|"""This country is not going to succeed if just a few are doing well. This country succeeds when everyone's got a shot.""  President Obama"|5.431764705882351
3001|"""We've still got a long way to go...we know there are still a lot of folks out there looking for work.""  President Obama #OpportunityForAll"|5.295555555555556
3002|"""We have come farther and recovered faster, thanks to you, than just about any other nation on Earth.""  President Obama #OpportunityForAll"|5.611428571428571
3003|"""More young people are graduating from college than ever before.""  President Obama #OpportunityForAll"|5.774285714285715
3004|"""Our businesses have added 10 million new jobs in the last 52 months.""  President Obama #OpportunityForAll"|5.775555555555557
3005|"""Everybody knows I love Austin, Texas.""  President Obama"|7.27
3006|Happening now: The President is in Austin talking about growing the economy. http:// ofa.bo/q0AH #OpportunityForAll|5.633333333333333
3007|Make sure your name is on this minimum wage petition: http:// ofa.bo/e0AU #RaiseTheWage|5.505
3008|Jim owns a shoe store that's been open for 100 years and he makes sure his employees earn a fair wage. http:// ofa.bo/f0Ao #RaiseTheWage|5.8062499999999995
3009|Happening now: President Obama delivers a statement on the humanitarian situation at the southwest border. http:// ofa.bo/r0AA|5.2175
3010|Don't miss your chance to sign this minimum wage petition before it's delivered: http:// ofa.bo/a091 #RaiseTheWage|5.158181818181817
3011|"""Your voice might move fellow citizens to change what needs changing.""  President Obama #OpportunityForAll"|5.386666666666667
3012|"""The hardest thing to change in politics is a stubborn status quo.""  President Obama #OpportunityForAll"|5.104444444444444
3013|"""We fall and we rise as one nation as one people.""  President Obama #OpportunityForAll"|5.431428571428571
3014|"""Whenever I can go ahead and help families like yours and have the legal authority to do it, I'm going to do it.""  President Obama"|5.687777777777779
3015|"""Our economy grows best from the middle out when everybody has a shot.""  President Obama #OpportunityForAll"|5.5744444444444445
3016|"""Washington may chase whatever story they think may get attention, but to me the only story that matters is your story.""  President Obama"|5.435555555555556
3017|"""You won't go broke just because you got sick.""  President Obama on the Affordable Care Act #OpportunityForAll"|4.9911111111111115
3018|"""Manufacturing is adding jobs for the first time since the '90s.""  President Obama #OpportunityForAll"|5.577777777777778
3019|"""Alex wrote to tell me that the day after my State of the Union address, her boss gave her a raise.""  President Obama #OpportunityForAll"|5.456250000000001
3020|"""It's one of the most important things I do.""  President Obama on reading 10 letters from Americans each day #OpportunityForAll"|5.723333333333333
3021|LIVE: The President is speaking in Denver about growing the economy from the middle out. http:// ofa.bo/h07T #OpportunityForAll|5.3100000000000005
3022|Make sure your representatives know where you stand on raising the minimum wage: http:// ofa.bo/h07S #RaiseTheWage|5.554545454545454
3023|President Obama is hitting the road this summer to meet Americans who wrote him a letter. Read more: http:// ofa.bo/e09g|5.333333333333333
3024|Sign this petition and make your voice heard: http:// ofa.bo/t09C #RaiseTheWage pic.twitter.com/KRS36enraZ|5.406666666666666
3025|Americans want progress. This is about making it happen. Watch: http:// ofa.bo/t09F|5.46
3026|Add your name if you think working full-time for $14,500 a year isn't enough: http:// ofa.bo/t09C #RaiseTheWage pic.twitter.com/vDbAgJXprz|5.430000000000001
3027|ICYMI: There's more good news about job growth and the economy. Check out this progress: http:// ofa.bo/d08s|5.664
3028|These @OFA volunteers are making their voices heard in the fight on #immigration reform: http:// ofa.bo/q08K|5.286
3029|Good news: The minimum wage is on the rise in several states and cities across the country. http:// ofa.bo/q085 #RaiseTheWage|5.398461538461539
3030|Here s a #LoveIsLove progress report that will make you smile: http:// ofa.bo/t077|5.78
3031|On #IndependenceDay , wave the stars and stripes with pride. pic.twitter.com/TQh5R1tqQu|5.872
3032|Progress: In June, the private sector added 262,000 jobs. #ActOnJobs pic.twitter.com/Pv7BYupErJ|5.3950000000000005
3033|Throwback to last week when a woman not her boss made her own decisions about her health care. #TBT pic.twitter.com/xmQ5e7DFmW|5.47
3034|In 2014, the private sector has added 1.4 million jobs the most in any first half of a year since 1999: http:// ofa.bo/a05t #ActOnJobs|5.553333333333332
3035|Retweet if you agree: It's time the 24 states blocking Medicaid access for 5.7 million Americans put #PeopleOverPolitics .|5.642222222222222
3036|FACT: If 24 states stopped blocking Medicaid, 5.7 million more people would be eligible for affordable health insurance. #PeopleOverPolitics|5.944
3037|"""Few pieces of legislation have defined our national identity as distinctly, or as powerfully.""  President Obama on the #CivilRightsAct1964"|5.353846153846154
3038|It's time for workplace policies that help #FamiliesSucceed . Read how @OFA volunteers are taking action: http:// ofa.bo/b06n|5.433333333333334
3039|Watch: President Obama had some choice words for climate change deniers in Congress. http:// ofa.bo/d04Y #ScienceSaysSo|5.515
3040|ICYMI: House leadership has stalled on #immigration reform for more than a year, so President Obama is taking action. http:// ofa.bo/d04P|5.429090909090909
3041|"""Go Team USA.""  President Obama #USMNT pic.twitter.com/diNCsSvQ3T"|
3042|"""If all of you are fighting alongside me every single day   then we're going to make America better than ever.""  President Obama"|5.4925
3043|"""If you work hard, if you're responsible, you can make it here in America.""  President Obama #RebuildAmerica"|5.529999999999999
3044|"""We know from our history, our economy doesn't grow from the top down, it grows from the middle out.""  President Obama #RebuildAmerica"|5.47
3045|"""As long as they do nothing, I'm not going to apologize for doing something.""  President Obama on House leadership #RebuildAmerica"|5.283333333333334
3046|"""I'm going to keep taking actions on my own that can help the middle class.""  President Obama #RebuildAmerica"|5.553846153846153
3047|"""We went through the worst economic crisis since the Great Depression. We've climbed back.""  President Obama #OpportunityForAll"|4.666666666666667
3048|Happening now: The President is speaking about the economy. http:// ofa.bo/h03P #OpportunityForAll|5.3
3049|Don't miss the President's remarks on the economy at 2:20 p.m. ET: http:// ofa.bo/d046 #OpportunityForAll|4.76
3050|Watch: With or without Congress, it's time to move forward on the issues that matter most. http:// ofa.bo/a04D|5.06
3051|MIDNIGHT DEADLINE: Chip in to support @OFA and you'll be automatically entered to win a trip to celebrate in Chicago. http:// ofa.bo/a03k|5.924000000000001
3052|Chip in today to join the fight for change: http:// ofa.bo/h016 pic.twitter.com/1lFF3yHCNR|5.117142857142857
3053|It's more important than ever to take action on the issues that matter most. Tell @OFA what you're fired up about: http:// ofa.bo/f04F|5.1362499999999995
3054|This is your last chance to win a summer weekend in Chicago. Enter before time runs out: http:// ofa.bo/e03y pic.twitter.com/haapCbEpuQ|5.819999999999999
3055|Your voice matters in this: Add your name today if you #StandWithWomen . http:// ofa.bo/h02C pic.twitter.com/IABIwN5q5h|5.62
3056|Your name belongs here. Add it today: http:// ofa.bo/t03U pic.twitter.com/OFg7uTe8MG|5.6866666666666665
3057|"""One of the things that makes this country great is that we are a nation of immigrants.""  President Obama"|5.553333333333333
3058|"""We won this country's freedom together. We built this country together. We defended this country together.""  President Obama #ActOnReform"|6.112000000000001
3059|"""Pass a bill. Solve a problem. Don't just say no on something that everybody agrees needs to be done.""  President Obama to House leadership"|5.291428571428571
3060|"""If Congress will not do their job, at least we can do ours.""  President Obama #ActOnReform"|5.2733333333333325
3061|"""America cannot wait forever for them to act.""  President Obama on House Republicans #ActOnReform"|4.885714285714285
3062|"""I take executive action only when we have a serious problem   and Congress chooses to do nothing.""  President Obama #ActOnReform"|5.1861538461538474
3063|"""Our country and our economy would be stronger today if House Republicans had held a simple yes-or-no vote.""  President Obama #ActOnReform"|5.561538461538461
3064|"""For more than a year, Republicans in the House have refused to hold a vote.""  President Obama #ActOnReform"|5.182
3065|"""That bill would strengthen our borders, grow our economy, shrink our deficits.""  President Obama on the Senate-passed immigration bill"|5.332000000000001
3066|"""One year ago this month, senators from both parties   came together to pass a common-sense immigration bill.""  President Obama"|5.5307692307692315
3067|LIVE: President Obama is addressing the importance of taking action on #immigration reform. Tune in here: http:// ofa.bo/s03n|5.4725
3068|If you agree that women should be able to make their own health decisions, fight for it: http:// ofa.bo/d029 #StandWithWomen|5.708571428571429
3069|It's time to move forward on the issues that matter most, with or without Congress: http:// ofa.bo/r02U|5.13
3070|Some members of Congress still won't accept the science of climate change. Help call them out: http:// ofa.bo/p04m #ActOnClimate|5.372727272727273
3071|This is how you can fight back against special interests' and polluters' anti-climate agenda: http:// ofa.bo/h00s #ActOnClimate|5.046666666666667
3072|Health care reform has helped millions of Americans #GetCovered . Join the team keeping up the momentum: http:// ofa.bo/j00v|5.929090909090909
3073|Be part of this grassroots movement: http:// ofa.bo/a01v pic.twitter.com/LF8Y8y8sBr|4.993333333333333
3074|Climate change deniers and polluters must stop standing in the way of tackling this issue: http:// ofa.bo/e021 #ActOnClimate|5.058000000000001
3075|Looking for a summer vacation? Here's your chance to win a trip to Chicago on @OFA  enter today: http:// ofa.bo/h00g|5.88909090909091
3076|Support @OFA today and keep fighting for change: http:// ofa.bo/c01q pic.twitter.com/7xw6aQIusx|5.056
3077|Skills. cc #USMNT pic.twitter.com/hzUHPsz3t9|5.04
3078|Hear how these couples describe what marriage has meant to them: http:// ofa.bo/a01U #LoveIsLove|5.44888888888889
3079|Here's your chance to see the beautiful Chicago skyline for yourself this summer: http:// ofa.bo/g01M pic.twitter.com/Gs4mMx4z4W|5.833333333333333
3080|FACT: House leaders have stalled on immigration reform for a year, and it's already cost the country more than $13 billion.|5.34
3081|The Magnificent Mile, Millennium Park, deep dish pizza: You could win a free trip to Chicago this summer. http:// ofa.bo/b02x|6.193333333333334
3082|Watch the weekly address: President Obama will continue taking action and expanding #OpportunityForAll . http:// ofa.bo/q01n|5.5375
3083|Do your part to make change possible: http:// ofa.bo/hzR pic.twitter.com/RdmYi4NPrx|5.424
3084|You could celebrate in Chicago at @OFA 's birthday party for President Obama: http:// ofa.bo/a006 pic.twitter.com/MlfzNC8eDv|6.177499999999999
3085|Retweet if you agree with the majority of Americans who support comprehensive immigration reform. #OneYearNoAction|5.569090909090909
